Injection timings : 
on	off	delay_ui	delay_m	interval_m	subinterval_m	per_meas	smpl_rate
400	400	300	10	50	5	12	1

Type	C1(x)	C1(y)	C1(z)	C2(x)	C2(y)	C2(z)	P1(x)	P1(y)	P1(z)	P2(x)	P2(y)	P2(z)	MP(x)	MP(y)	MP(z)	K	a	b	I	U	Rho	Sp	M	Z	P	D	M0	M1	M2	M3	M4	Channel	U/I gain	Filter (Fcut1)	Inj.U	Time
WA	195.00	0.00	0.00	270.00	0.00	0.00	220.00	0.00	0.00	245.00	0.00	0.00	232.50	0.00	0.00	157.08	25.00	0.00	12.07	8.51	110.67	8.05	14.64	112.66	129.02	7.34	14.64	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:22:29
WA	200.00	0.00	0.00	275.00	0.00	0.00	225.00	0.00	0.00	250.00	0.00	0.00	237.50	0.00	0.00	157.08	25.00	0.00	11.61	9.73	131.60	17.96	27.12	132.50	70.77	6.07	27.12	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:22:33
WA	205.00	0.00	0.00	280.00	0.00	0.00	230.00	0.00	0.00	255.00	0.00	0.00	242.50	0.00	0.00	157.08	25.00	0.00	18.16	21.00	181.67	-118.56	46.67	181.09	-46.16	3.60	10.52	12.37	12.00	8.11	3.69	3	10:10	3	120	05.03.2008 16:40:04
WA	210.00	0.00	0.00	285.00	0.00	0.00	235.00	0.00	0.00	260.00	0.00	0.00	247.50	0.00	0.00	157.08	25.00	0.00	21.75	30.86	222.87	-29.31	11.86	223.83	132.14	2.20	11.86	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:22:41
WA	215.00	0.00	0.00	290.00	0.00	0.00	240.00	0.00	0.00	265.00	0.00	0.00	252.50	0.00	0.00	157.08	25.00	0.00	15.59	21.50	216.64	-22.56	19.72	218.39	79.05	3.17	19.72	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:22:45
WA	220.00	0.00	0.00	295.00	0.00	0.00	245.00	0.00	0.00	270.00	0.00	0.00	257.50	0.00	0.00	157.08	25.00	0.00	28.42	22.68	125.37	-85.57	44.48	130.54	121.43	2.51	9.91	9.71	9.28	8.41	7.17	3	10:10	2	300	05.03.2008 16:52:18
WA	225.00	0.00	0.00	300.00	0.00	0.00	250.00	0.00	0.00	275.00	0.00	0.00	262.50	0.00	0.00	157.08	25.00	0.00	9.46	7.86	130.39	-0.73	-48.42	135.32	483.87	7.87	-48.42	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:22:52
WA	230.00	0.00	0.00	305.00	0.00	0.00	255.00	0.00	0.00	280.00	0.00	0.00	267.50	0.00	0.00	157.08	25.00	0.00	15.89	13.24	130.86	10.95	-67.62	147.21	609.51	4.75	-67.62	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:22:57
WA	235.00	0.00	0.00	310.00	0.00	0.00	260.00	0.00	0.00	285.00	0.00	0.00	272.50	0.00	0.00	157.08	25.00	0.00	11.91	8.75	115.39	23.58	-14.55	121.04	295.34	6.64	-14.55	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:01
WA	240.00	0.00	0.00	315.00	0.00	0.00	265.00	0.00	0.00	290.00	0.00	0.00	277.50	0.00	0.00	157.08	25.00	0.00	9.20	8.27	141.18	30.54	-114.85	176.71	830.54	7.94	-114.85	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:04
WA	245.00	0.00	0.00	320.00	0.00	0.00	270.00	0.00	0.00	295.00	0.00	0.00	282.50	0.00	0.00	157.08	25.00	0.00	18.81	14.15	118.16	143.53	44.22	133.06	205.08	4.04	9.74	9.75	9.41	8.30	7.02	3	10:10	2	100	05.03.2008 20:42:17
WA	250.00	0.00	0.00	325.00	0.00	0.00	275.00	0.00	0.00	300.00	0.00	0.00	287.50	0.00	0.00	157.08	25.00	0.00	19.66	14.48	115.66	-23.70	50.23	158.83	365.40	4.74	9.77	10.01	10.51	10.50	9.44	3	10:10	2	100	05.03.2008 20:42:20
WA	255.00	0.00	0.00	330.00	0.00	0.00	280.00	0.00	0.00	305.00	0.00	0.00	292.50	0.00	0.00	157.08	25.00	0.00	12.31	8.97	114.46	20.50	53.77	133.02	143.33	6.49	10.16	10.34	11.01	11.39	10.88	3	10:10	2	100	05.03.2008 20:42:24
WA	260.00	0.00	0.00	335.00	0.00	0.00	285.00	0.00	0.00	310.00	0.00	0.00	297.50	0.00	0.00	157.08	25.00	0.00	18.29	12.54	107.70	32.47	16.36	136.28	526.69	4.42	9.43	7.67	4.64	-0.24	-5.14	3	10:10	2	100	05.03.2008 20:42:28
WA	265.00	0.00	0.00	340.00	0.00	0.00	290.00	0.00	0.00	315.00	0.00	0.00	302.50	0.00	0.00	157.08	25.00	0.00	13.96	9.16	103.04	-23.47	33.06	143.32	478.06	6.30	9.70	8.88	7.51	5.14	1.83	3	10:10	2	100	05.03.2008 20:42:32
WA	270.00	0.00	0.00	345.00	0.00	0.00	295.00	0.00	0.00	320.00	0.00	0.00	307.50	0.00	0.00	157.08	25.00	0.00	20.49	13.23	101.44	38.16	49.22	122.90	288.94	4.46	9.88	9.88	10.19	9.89	9.38	3	10:10	2	100	05.03.2008 20:42:36
WA	275.00	0.00	0.00	350.00	0.00	0.00	300.00	0.00	0.00	325.00	0.00	0.00	312.50	0.00	0.00	157.08	25.00	0.00	23.97	17.81	116.72	93.46	22.69	148.52	525.75	3.21	9.60	8.38	5.64	1.79	-2.72	3	10:10	2	100	05.03.2008 20:42:39
WA	280.00	0.00	0.00	355.00	0.00	0.00	305.00	0.00	0.00	330.00	0.00	0.00	317.50	0.00	0.00	157.08	25.00	0.00	47.47	30.13	99.70	34.18	30.36	115.06	393.65	2.13	9.61	8.85	6.95	4.13	0.82	3	10:10	2	100	05.03.2008 20:42:43
WA	285.00	0.00	0.00	360.00	0.00	0.00	310.00	0.00	0.00	335.00	0.00	0.00	322.50	0.00	0.00	157.08	25.00	0.00	20.74	12.24	92.71	15.08	21.29	132.78	620.34	4.64	9.51	8.30	5.49	1.45	-3.46	3	10:10	2	100	05.03.2008 20:42:47
WA	290.00	0.00	0.00	365.00	0.00	0.00	315.00	0.00	0.00	340.00	0.00	0.00	327.50	0.00	0.00	157.08	25.00	0.00	23.27	16.22	109.47	161.49	46.99	126.77	252.37	3.59	9.89	9.76	9.89	9.21	8.25	3	10:10	2	100	05.03.2008 20:42:51
WA	295.00	0.00	0.00	370.00	0.00	0.00	320.00	0.00	0.00	345.00	0.00	0.00	332.50	0.00	0.00	157.08	25.00	0.00	33.88	22.66	105.08	15.16	29.37	121.94	360.98	2.63	9.66	8.78	6.78	3.78	0.37	3	10:10	2	100	05.03.2008 20:42:55
WA	300.00	0.00	0.00	375.00	0.00	0.00	325.00	0.00	0.00	350.00	0.00	0.00	337.50	0.00	0.00	157.08	25.00	0.00	14.73	10.61	113.10	27.00	14.85	157.97	560.06	5.05	9.37	7.44	4.07	-0.49	-5.54	3	10:10	2	100	05.03.2008 20:42:58
WA	305.00	0.00	0.00	380.00	0.00	0.00	330.00	0.00	0.00	355.00	0.00	0.00	342.50	0.00	0.00	157.08	25.00	0.00	26.56	17.46	103.28	-7.97	58.47	113.75	4.50	3.21	10.01	10.64	11.64	12.80	13.37	3	10:10	2	100	05.03.2008 20:43:02
WA	310.00	0.00	0.00	385.00	0.00	0.00	335.00	0.00	0.00	360.00	0.00	0.00	347.50	0.00	0.00	157.08	25.00	0.00	19.06	11.46	94.46	-67.92	28.56	156.75	645.28	5.54	9.52	8.55	6.84	3.80	-0.15	3	10:10	2	100	05.03.2008 20:43:06
WA	315.00	0.00	0.00	390.00	0.00	0.00	340.00	0.00	0.00	365.00	0.00	0.00	352.50	0.00	0.00	157.08	25.00	0.00	21.24	10.23	75.65	-122.29	11.82	112.12	627.94	5.81	9.45	7.41	3.62	-1.46	-7.19	3	10:10	2	100	05.03.2008 20:43:15
WA	320.00	0.00	0.00	395.00	0.00	0.00	345.00	0.00	0.00	370.00	0.00	0.00	357.50	0.00	0.00	157.08	25.00	0.00	19.09	9.01	74.12	62.64	36.66	86.39	302.37	6.20	9.85	9.19	7.90	6.10	3.62	3	10:10	2	100	05.03.2008 20:43:20
WA	325.00	0.00	0.00	400.00	0.00	0.00	350.00	0.00	0.00	375.00	0.00	0.00	362.50	0.00	0.00	157.08	25.00	0.00	20.73	8.14	61.65	-68.58	56.20	85.35	350.68	7.21	9.58	10.56	11.43	12.51	12.12	3	10:10	2	100	05.03.2008 20:43:24
WA	330.00	0.00	0.00	405.00	0.00	0.00	355.00	0.00	0.00	380.00	0.00	0.00	367.50	0.00	0.00	157.08	25.00	0.00	28.44	8.97	49.52	-66.25	81.21	67.55	89.64	7.13	9.72	11.98	15.72	19.86	23.92	3	10:10	2	100	05.03.2008 20:58:15
WA	335.00	0.00	0.00	410.00	0.00	0.00	360.00	0.00	0.00	385.00	0.00	0.00	372.50	0.00	0.00	157.08	25.00	0.00	17.97	6.41	56.04	1.57	-37.97	110.32	969.53	9.51	8.50	4.67	-4.61	-16.97	-29.56	3	10:10	2	100	05.03.2008 20:43:32
WA	340.00	0.00	0.00	415.00	0.00	0.00	365.00	0.00	0.00	390.00	0.00	0.00	377.50	0.00	0.00	157.08	25.00	0.00	20.36	6.72	51.82	-37.53	29.59	73.13	541.33	8.75	9.68	8.73	6.77	3.83	0.58	3	10:10	2	100	05.03.2008 20:43:35
WA	345.00	0.00	0.00	420.00	0.00	0.00	370.00	0.00	0.00	395.00	0.00	0.00	382.50	0.00	0.00	157.08	25.00	0.00	26.60	9.87	58.31	-162.25	44.38	76.91	408.16	5.83	9.81	9.67	9.74	8.54	6.62	3	10:10	2	100	05.03.2008 20:43:39
WA	350.00	0.00	0.00	425.00	0.00	0.00	375.00	0.00	0.00	400.00	0.00	0.00	387.50	0.00	0.00	157.08	25.00	0.00	39.49	20.44	81.29	0.53	29.65	85.01	297.51	2.95	9.69	8.70	6.70	4.00	0.56	3	10:10	2	100	05.03.2008 20:43:43
WA	355.00	0.00	0.00	430.00	0.00	0.00	380.00	0.00	0.00	405.00	0.00	0.00	392.50	0.00	0.00	157.08	25.00	0.00	72.78	43.05	92.90	-37.71	41.44	97.25	162.59	1.41	9.89	9.55	8.82	7.49	5.69	3	10:10	2	100	05.03.2008 20:43:47
WA	360.00	0.00	0.00	435.00	0.00	0.00	385.00	0.00	0.00	410.00	0.00	0.00	397.50	0.00	0.00	157.08	25.00	0.00	21.53	13.09	95.47	-157.38	30.11	92.73	181.85	3.27	9.75	8.85	6.80	3.86	0.86	3	10:10	2	100	05.03.2008 23:18:18
WA	365.00	0.00	0.00	440.00	0.00	0.00	390.00	0.00	0.00	415.00	0.00	0.00	402.50	0.00	0.00	157.08	25.00	0.00	14.85	11.58	122.45	-107.07	86.69	154.02	-255.83	3.30	10.48	12.49	16.10	21.24	26.39	3	10:10	2	100	05.03.2008 23:18:24
WA	370.00	0.00	0.00	445.00	0.00	0.00	395.00	0.00	0.00	420.00	0.00	0.00	407.50	0.00	0.00	157.08	25.00	0.00	34.89	23.24	104.61	-361.14	53.34	110.91	-31.83	1.70	10.05	10.25	10.72	11.09	11.23	3	10:10	2	100	05.03.2008 23:18:30
WA	375.00	0.00	0.00	450.00	0.00	0.00	400.00	0.00	0.00	425.00	0.00	0.00	412.50	0.00	0.00	157.08	25.00	0.00	13.42	5.53	64.73	-47.90	-4.49	73.95	329.80	9.81	7.70	1.32	-4.31	-5.67	-3.53	3	10:10	3	100	05.03.2008 23:12:39
WA	380.00	0.00	0.00	455.00	0.00	0.00	405.00	0.00	0.00	430.00	0.00	0.00	417.50	0.00	0.00	157.08	25.00	0.00	22.47	7.40	51.71	-68.28	-38.45	56.79	479.38	7.56	5.58	-5.65	-14.18	-14.95	-9.25	3	10:10	3	100	05.03.2008 23:12:41
WA	385.00	0.00	0.00	460.00	0.00	0.00	410.00	0.00	0.00	435.00	0.00	0.00	422.50	0.00	0.00	157.08	25.00	0.00	19.95	6.84	53.87	-68.37	16.92	50.32	262.78	5.79	9.73	7.90	4.24	-0.18	-4.77	3	10:10	2	100	05.03.2008 23:17:11
WA	390.00	0.00	0.00	465.00	0.00	0.00	415.00	0.00	0.00	440.00	0.00	0.00	427.50	0.00	0.00	157.08	25.00	0.00	40.39	14.47	56.29	-85.08	137.96	78.13	-649.98	4.27	14.91	27.13	37.09	35.49	23.35	3	10:10	3	100	05.03.2008 23:12:46
WA	395.00	0.00	0.00	470.00	0.00	0.00	420.00	0.00	0.00	445.00	0.00	0.00	432.50	0.00	0.00	157.08	25.00	0.00	20.42	7.04	54.14	-66.38	102.39	66.78	-498.31	7.72	12.68	20.08	26.06	24.81	18.76	3	10:10	3	100	05.03.2008 23:12:48
WA	400.00	0.00	0.00	475.00	0.00	0.00	425.00	0.00	0.00	450.00	0.00	0.00	437.50	0.00	0.00	157.08	25.00	0.00	7.43	5.78	122.28	31.06	-13.80	127.59	657.71	6.64	9.01	5.57	-0.75	-9.50	-18.13	3	10:10	2	100	05.03.2008 23:15:36
WA	0.00	0.00	0.00	90.00	0.00	0.00	30.00	0.00	0.00	60.00	0.00	0.00	45.00	0.00	0.00	188.50	30.00	0.00	12.90	8.06	117.76	19.90	23.72	121.80	93.33	7.23	23.72	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:10
WA	5.00	0.00	0.00	95.00	0.00	0.00	35.00	0.00	0.00	65.00	0.00	0.00	50.00	0.00	0.00	188.50	30.00	0.00	17.99	11.52	120.64	-196.43	38.10	125.64	17.05	5.33	38.10	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:14
WA	10.00	0.00	0.00	100.00	0.00	0.00	40.00	0.00	0.00	70.00	0.00	0.00	55.00	0.00	0.00	188.50	30.00	0.00	14.41	9.19	120.10	57.71	17.00	122.90	114.43	6.96	17.00	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:17
WA	15.00	0.00	0.00	105.00	0.00	0.00	45.00	0.00	0.00	75.00	0.00	0.00	60.00	0.00	0.00	188.50	30.00	0.00	16.64	10.17	115.16	-156.58	32.98	111.94	-68.67	5.66	32.98	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:22
WA	20.00	0.00	0.00	110.00	0.00	0.00	50.00	0.00	0.00	80.00	0.00	0.00	65.00	0.00	0.00	188.50	30.00	0.00	17.49	10.79	116.28	13.26	17.52	117.48	91.58	5.77	17.52	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:23:26
WA	25.00	0.00	0.00	115.00	0.00	0.00	55.00	0.00	0.00	85.00	0.00	0.00	70.00	0.00	0.00	188.50	30.00	0.00	14.36	8.69	114.01	34.34	13.07	115.85	90.40	6.52	13.07	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:24:21
WA	30.00	0.00	0.00	120.00	0.00	0.00	60.00	0.00	0.00	90.00	0.00	0.00	75.00	0.00	0.00	188.50	30.00	0.00	13.75	8.87	121.70	-110.20	9.94	124.08	168.73	6.03	8.48	4.98	0.87	-1.68	-2.71	3	10:10	3	120	05.03.2008 16:40:11
WA	35.00	0.00	0.00	125.00	0.00	0.00	65.00	0.00	0.00	95.00	0.00	0.00	80.00	0.00	0.00	188.50	30.00	0.00	16.85	10.60	118.56	1.77	-1.77	120.84	127.84	5.38	-1.77	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:24:38
WA	40.00	0.00	0.00	130.00	0.00	0.00	70.00	0.00	0.00	100.00	0.00	0.00	85.00	0.00	0.00	188.50	30.00	0.00	17.15	11.01	121.05	-12.57	28.22	123.16	51.28	5.40	28.22	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:24:45
WA	45.00	0.00	0.00	135.00	0.00	0.00	75.00	0.00	0.00	105.00	0.00	0.00	90.00	0.00	0.00	188.50	30.00	0.00	12.07	7.68	119.86	-22.53	74.86	127.51	-47.49	7.35	74.86	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:24:51
WA	50.00	0.00	0.00	140.00	0.00	0.00	80.00	0.00	0.00	110.00	0.00	0.00	95.00	0.00	0.00	188.50	30.00	0.00	15.96	9.66	114.03	29.50	22.89	116.88	53.14	5.91	22.89	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:24:57
WA	55.00	0.00	0.00	145.00	0.00	0.00	85.00	0.00	0.00	115.00	0.00	0.00	100.00	0.00	0.00	188.50	30.00	0.00	13.64	8.40	116.15	-30.88	11.03	119.70	135.87	0.87	11.03	0.00	0.00	0.00	0.00	3	100:10	3	140	03.03.2008 19:25:03
WA	60.00	0.00	0.00	150.00	0.00	0.00	90.00	0.00	0.00	120.00	0.00	0.00	105.00	0.00	0.00	188.50	30.00	0.00	15.67	9.74	117.13	23.11	5.73	120.76	139.08	5.59	5.73	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:09
WA	65.00	0.00	0.00	155.00	0.00	0.00	95.00	0.00	0.00	125.00	0.00	0.00	110.00	0.00	0.00	188.50	30.00	0.00	15.19	8.88	110.21	12.60	10.50	114.04	129.36	6.52	10.50	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:15
WA	70.00	0.00	0.00	160.00	0.00	0.00	100.00	0.00	0.00	130.00	0.00	0.00	115.00	0.00	0.00	188.50	30.00	0.00	15.53	8.77	106.40	14.35	-20.50	108.92	215.61	6.51	-20.50	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:21
WA	75.00	0.00	0.00	165.00	0.00	0.00	105.00	0.00	0.00	135.00	0.00	0.00	120.00	0.00	0.00	188.50	30.00	0.00	17.42	9.54	103.21	57.36	3.32	103.96	117.38	5.90	3.32	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:27
WA	80.00	0.00	0.00	170.00	0.00	0.00	110.00	0.00	0.00	140.00	0.00	0.00	125.00	0.00	0.00	188.50	30.00	0.00	17.33	9.46	102.86	3.35	22.23	104.73	69.98	5.81	22.23	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:33
WA	85.00	0.00	0.00	175.00	0.00	0.00	115.00	0.00	0.00	145.00	0.00	0.00	130.00	0.00	0.00	188.50	30.00	0.00	15.22	8.21	101.60	6.06	29.52	104.79	73.75	6.83	29.52	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:39
WA	90.00	0.00	0.00	180.00	0.00	0.00	120.00	0.00	0.00	150.00	0.00	0.00	135.00	0.00	0.00	188.50	30.00	0.00	14.68	7.72	99.11	9.72	28.95	102.84	55.59	7.23	28.95	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:45
WA	95.00	0.00	0.00	185.00	0.00	0.00	125.00	0.00	0.00	155.00	0.00	0.00	140.00	0.00	0.00	188.50	30.00	0.00	23.41	12.09	97.33	15.73	9.65	97.19	79.16	4.69	9.65	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:25:51
WA	100.00	0.00	0.00	190.00	0.00	0.00	130.00	0.00	0.00	160.00	0.00	0.00	145.00	0.00	0.00	188.50	30.00	0.00	13.46	7.54	105.58	28.51	30.83	103.95	6.85	7.59	9.77	9.29	6.86	3.79	1.11	3	10:10	3	120	05.03.2008 16:40:15
WA	105.00	0.00	0.00	195.00	0.00	0.00	135.00	0.00	0.00	165.00	0.00	0.00	150.00	0.00	0.00	188.50	30.00	0.00	14.00	7.26	97.75	-10.86	10.83	102.94	135.85	8.17	10.83	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:26:02
WA	110.00	0.00	0.00	200.00	0.00	0.00	140.00	0.00	0.00	170.00	0.00	0.00	155.00	0.00	0.00	188.50	30.00	0.00	14.35	7.04	92.46	40.58	10.03	94.90	107.30	7.69	10.03	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:26:08
WA	115.00	0.00	0.00	205.00	0.00	0.00	145.00	0.00	0.00	175.00	0.00	0.00	160.00	0.00	0.00	188.50	30.00	0.00	14.68	7.41	95.07	62.04	18.72	97.63	97.13	7.24	18.72	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:26:14
WA	120.00	0.00	0.00	210.00	0.00	0.00	150.00	0.00	0.00	180.00	0.00	0.00	165.00	0.00	0.00	188.50	30.00	0.00	16.44	8.10	92.82	22.34	25.81	94.40	53.12	6.91	25.81	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:26:20
WA	125.00	0.00	0.00	215.00	0.00	0.00	155.00	0.00	0.00	185.00	0.00	0.00	170.00	0.00	0.00	188.50	30.00	0.00	14.87	10.85	137.53	-126.06	135.13	159.96	-486.61	7.01	14.26	27.83	37.76	33.99	21.29	3	10:10	3	120	05.03.2008 16:40:18
WA	130.00	0.00	0.00	220.00	0.00	0.00	160.00	0.00	0.00	190.00	0.00	0.00	175.00	0.00	0.00	188.50	30.00	0.00	16.61	8.75	99.32	26.80	32.29	99.81	6.73	6.52	32.29	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:26:32
WA	135.00	0.00	0.00	225.00	0.00	0.00	165.00	0.00	0.00	195.00	0.00	0.00	180.00	0.00	0.00	188.50	30.00	0.00	10.01	5.90	111.24	-30.90	-6.29	118.36	342.01	4.15	7.91	3.03	-3.04	-6.97	-7.23	3	100:10	3	120	05.03.2008 16:40:22
WA	140.00	0.00	0.00	230.00	0.00	0.00	170.00	0.00	0.00	200.00	0.00	0.00	185.00	0.00	0.00	188.50	30.00	0.00	13.71	8.38	115.13	-89.56	2.82	115.35	114.51	6.53	2.82	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:26:44
WA	145.00	0.00	0.00	235.00	0.00	0.00	175.00	0.00	0.00	205.00	0.00	0.00	190.00	0.00	0.00	188.50	30.00	0.00	11.49	9.24	151.57	19.98	10.45	155.45	147.99	6.03	8.25	4.93	0.95	-1.62	-2.06	3	10:10	3	120	05.03.2008 16:40:25
WA	150.00	0.00	0.00	240.00	0.00	0.00	180.00	0.00	0.00	210.00	0.00	0.00	195.00	0.00	0.00	188.50	30.00	0.00	9.93	7.37	139.94	-39.06	17.29	139.07	63.40	0.81	17.29	0.00	0.00	0.00	0.00	3	100:10	3	140	03.03.2008 19:26:56
WA	155.00	0.00	0.00	245.00	0.00	0.00	185.00	0.00	0.00	215.00	0.00	0.00	200.00	0.00	0.00	188.50	30.00	0.00	14.94	8.53	107.57	9.20	0.09	105.73	81.33	6.73	0.09	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:27:02
WA	160.00	0.00	0.00	250.00	0.00	0.00	190.00	0.00	0.00	220.00	0.00	0.00	205.00	0.00	0.00	188.50	30.00	0.00	13.99	7.54	101.65	-5.31	2.28	101.04	85.75	7.49	2.28	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:27:08
WA	165.00	0.00	0.00	255.00	0.00	0.00	195.00	0.00	0.00	225.00	0.00	0.00	210.00	0.00	0.00	188.50	30.00	0.00	19.86	10.58	100.37	196.48	31.42	106.04	264.07	5.12	9.66	8.78	7.07	4.68	1.24	3	10:10	2	300	05.03.2008 16:52:24
WA	170.00	0.00	0.00	260.00	0.00	0.00	200.00	0.00	0.00	230.00	0.00	0.00	215.00	0.00	0.00	188.50	30.00	0.00	16.12	7.28	85.13	54.84	10.08	87.78	113.14	7.51	10.08	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:27:20
WA	175.00	0.00	0.00	265.00	0.00	0.00	205.00	0.00	0.00	235.00	0.00	0.00	220.00	0.00	0.00	188.50	30.00	0.00	20.14	8.00	74.88	-80.32	8.93	82.91	556.59	6.63	9.72	7.56	3.44	-2.42	-9.36	3	10:10	2	300	05.03.2008 16:52:30
WA	180.00	0.00	0.00	270.00	0.00	0.00	210.00	0.00	0.00	240.00	0.00	0.00	225.00	0.00	0.00	188.50	30.00	0.00	26.00	10.82	78.43	-89.80	8.48	96.70	632.76	5.05	9.28	7.57	3.51	-2.50	-9.37	3	10:10	2	300	05.03.2008 16:52:36
WA	185.00	0.00	0.00	275.00	0.00	0.00	215.00	0.00	0.00	245.00	0.00	0.00	230.00	0.00	0.00	188.50	30.00	0.00	15.91	7.36	87.21	14.60	-55.64	80.77	226.19	7.76	-55.64	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:27:38
WA	190.00	0.00	0.00	280.00	0.00	0.00	220.00	0.00	0.00	250.00	0.00	0.00	235.00	0.00	0.00	188.50	30.00	0.00	21.04	12.09	108.35	-6.25	21.82	108.57	84.63	4.71	9.41	7.38	4.23	1.21	-0.41	3	10:10	3	120	05.03.2008 16:40:40
WA	195.00	0.00	0.00	285.00	0.00	0.00	225.00	0.00	0.00	255.00	0.00	0.00	240.00	0.00	0.00	188.50	30.00	0.00	21.32	12.98	114.71	-16.83	86.73	122.88	-69.64	4.35	86.73	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:27:50
WA	200.00	0.00	0.00	290.00	0.00	0.00	230.00	0.00	0.00	260.00	0.00	0.00	245.00	0.00	0.00	188.50	30.00	0.00	11.14	8.72	147.62	-11.45	13.69	151.04	177.52	6.87	8.79	6.08	1.91	-0.93	-2.16	3	10:10	3	120	05.03.2008 16:40:43
WA	205.00	0.00	0.00	295.00	0.00	0.00	235.00	0.00	0.00	265.00	0.00	0.00	250.00	0.00	0.00	188.50	30.00	0.00	31.34	21.22	127.61	-203.07	46.81	132.40	277.20	3.04	9.82	9.98	9.73	9.16	8.13	3	10:10	2	300	05.03.2008 16:52:42
WA	210.00	0.00	0.00	300.00	0.00	0.00	240.00	0.00	0.00	270.00	0.00	0.00	255.00	0.00	0.00	188.50	30.00	0.00	10.68	8.89	156.97	-5.84	72.26	161.12	-77.77	6.56	72.26	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:28:08
WA	215.00	0.00	0.00	305.00	0.00	0.00	245.00	0.00	0.00	275.00	0.00	0.00	260.00	0.00	0.00	188.50	30.00	0.00	19.56	12.88	124.10	-10.14	4.44	123.72	102.28	4.41	4.44	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:28:14
WA	220.00	0.00	0.00	310.00	0.00	0.00	250.00	0.00	0.00	280.00	0.00	0.00	265.00	0.00	0.00	188.50	30.00	0.00	12.34	8.56	130.71	7.52	-2.70	131.06	97.91	6.48	-2.70	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:28:20
WA	225.00	0.00	0.00	315.00	0.00	0.00	255.00	0.00	0.00	285.00	0.00	0.00	270.00	0.00	0.00	188.50	30.00	0.00	11.54	7.92	129.36	46.06	-71.63	135.87	356.15	6.91	-71.63	0.00	0.00	0.00	0.00	3	10:10	3	140	03.03.2008 19:28:26
WA	230.00	0.00	0.00	320.00	0.00	0.00	260.00	0.00	0.00	290.00	0.00	0.00	275.00	0.00	0.00	188.50	30.00	0.00	17.42	10.20	110.34	71.30	28.22	126.42	376.49	5.39	9.66	8.69	6.58	3.42	-0.14	3	10:10	2	100	05.03.2008 20:43:51
WA	235.00	0.00	0.00	325.00	0.00	0.00	265.00	0.00	0.00	295.00	0.00	0.00	280.00	0.00	0.00	188.50	30.00	0.00	18.23	10.97	113.44	133.60	25.27	149.39	469.15	5.05	9.65	8.52	6.23	2.57	-1.69	3	10:10	2	100	05.03.2008 20:43:54
WA	240.00	0.00	0.00	330.00	0.00	0.00	270.00	0.00	0.00	300.00	0.00	0.00	285.00	0.00	0.00	188.50	30.00	0.00	12.45	7.97	120.69	8.15	39.26	217.05	601.60	7.84	9.39	8.97	8.93	7.17	4.79	3	10:10	2	100	05.03.2008 20:43:58
