Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	IP Delay Window(mV/V)	IP sum window 1-1	Pint(V)	Pext(V)	T int(°C)	T log(°C)	Latitude	Longitude	
2017-07-04 16:46:21	56	1529	4	6	0	0	10.5	0	0	8	0	0	8.5	0	0	8.25	0	0.853		36.5285	179.508	0.2695	0	7.37781	0.0327078	231.781	2	0	14.6363402523576	12.8947	12.6642	44.2753	0	52.4048	9.82079	
2017-07-04 16:42:32	29	1530	6	11	0	0	20	0	0	15	0	0	16	0	0	15.5	0	1.706		42.2836	177.377	0.165863	0	3.92264	0.0269593	246.466	2	0	14.0675848734925	12.8947	12.6642	44.925	0	52.4047	9.82072	
2017-07-04 16:44:21	42	1531	6	8.5	0	0	17.5	0	0	12.5	0	0	13.5	0	0	13	0	1.706		67.732	179.322	0.248099	0	3.66295	0.0348625	230.15	2	0	13.1254680131762	12.8947	12.6642	44.6651	0	52.4048	9.82071	
2017-07-04 16:46:21	56	1532	2	6	0	0	10.5	0	0	7	0	0	7.5	0	0	7.75	0	0.509		36.5285	179.508	0.489091	0	13.3893	0.0350483	220.835	2	0	16.3531750769877	12.8947	12.6642	44.2753	0	52.4048	9.82079	
2017-07-04 16:42:23	28	1533	2	2	0	0	11	0	0	4	0	0	5	0	0	5.5	0	1.018		28.5709	177.931	0.265936	0	9.30795	0.0240371	307.039	2	0	12.9315093624529	12.8947	12.6642	45.1849	0	52.4047	9.82072	
2017-07-04 16:39:48	7	1534	7	0.5	0	0	14	0	0	11	0	0	12.5	0	0	9.5	0	0.803		53.65	179.941	0.582832	0	10.8636	0.0345348	197.713	2	0	18.4405468039234	12.8947	12.6642	46.2245	0	52.4047	9.82074	
2017-07-04 16:40:16	11	1535	6	2.5	0	0	16	0	0	11.5	0	0	13	0	0	10.75	0	1.527		50.8499	179.067	0.221522	0	4.35639	0.0272092	215.555	2	0	13.458748478214	12.8947	12.6731	45.9646	0	52.4047	9.82071	
2017-07-04 16:42:23	28	1536	3	2	0	0	11	0	0	5	0	0	6	0	0	6	0	1.495		28.5709	177.931	0.177818	0	6.22375	0.0305477	335.185	2	0	14.3035058930726	12.8947	12.6642	45.1849	0	52.4047	9.82072	
2017-07-04 16:42:15	27	1537	3	10.5	0	0	19.5	0	0	15.5	0	0	16.5	0	0	15.5	0	1.495		50.8421	179.703	0.278731	0	5.48229	0.0305511	295.253	2	0	13.2240065411202	12.8947	12.6731	45.1849	0	52.4047	9.82072	
2017-07-04 16:48:31	70	1538	2	8	0	0	12.5	0	0	9.5	0	0	10	0	0	10	0	0.747		53.8708	180.029	0.419278	0	7.78302	0.0327617	209.581	2	0	17.084416407655	12.8947	12.6642	44.1454	0	52.4048	9.8207	
2017-07-04 16:48:01	67	1539	6	7.5	0	0	12	0	0	10.5	0	0	11	0	0	10.25	0	0.509		46.133	179.706	0.579394	0	12.5592	0.0274045	207.143	2	0	16.3578771746251	12.8947	12.6642	44.2753	0	52.4048	9.8207	
2017-07-04 16:48:01	67	1540	1	7.5	0	0	12	0	0	8	0	0	8.5	0	0	9	0	0.268		46.133	179.706	1.5071	0	32.6686	0.0348952	198.185	2	0	17.4141610546461	12.8947	12.6642	44.2753	0	52.4048	9.8207	
2017-07-04 16:42:15	27	1541	1	10.5	0	0	19.5	0	0	11.5	0	0	12.5	0	0	13.5	0	0.536		50.8421	179.703	0.846823	0	16.656	0.0418379	202.087	2	0	16.2285148955302	12.8947	12.6731	45.1849	0	52.4047	9.82072	
2017-07-04 16:47:15	62	1542	4	15.5	0	0	20	0	0	19	0	0	19.5	0	0	18.5	0	0.268		75.4088	179.138	2.73416	0	36.2579	0.0476234	219.959	2	0	22.0041104151515	12.8947	12.6642	44.2753	0	52.4047	9.8207	
2017-07-04 16:40:36	14	1543	7	4	0	0	17.5	0	0	13	0	0	14.5	0	0	12.25	0	1.527		63.7003	179.063	0.334297	0	5.24797	0.0183875	259.67	2	0	14.8132131091894	12.8947	12.6642	45.7047	0	52.4047	9.82072	
2017-07-04 16:44:05	40	1544	1	7.5	0	0	16.5	0	0	8.5	0	0	9.5	0	0	10.5	0	0.536		49.0334	177.58	0.833946	0	17.0077	0.0399764	206.355	2	0	39.3111505967436	12.8947	12.6731	44.7951	0	52.4048	9.82072	
2017-07-04 16:42:06	26	1545	2	1.5	0	0	10.5	0	0	4.5	0	0	5.5	0	0	5.5	0	1.495		39.3755	179.016	0.247738	0	6.29169	0.0722316	338.844	2	0	148.67941262388	12.8769	12.6731	44.7951	0	52.4047	9.8207	
2017-07-04 16:42:57	32	1546	2	3.5	0	0	12.5	0	0	5.5	0	0	6.5	0	0	7	0	1.018		46.2648	179.656	0.459833	0	9.93915	0.0199968	327.86	2	0	16.2961029831193	12.8947	12.6731	44.925	0	52.4047	9.82069	
2017-07-04 16:42:06	26	1547	1	1.5	0	0	10.5	0	0	2.5	0	0	3.5	0	0	4.5	0	0.536		39.3755	179.016	1.00548	0	25.5357	0.0515199	309.825	2	0	150.401534477835	12.8769	12.6731	44.7951	0	52.4047	9.8207	
2017-07-04 16:40:09	10	1548	7	2	0	0	15.5	0	0	12.5	0	0	14	0	0	11	0	0.803		41.1383	179.027	0.566584	0	13.7727	0.0188406	250.657	2	0	15.2785698112026	12.8947	12.6731	45.9646	0	52.4047	9.82073	
2017-07-04 16:42:06	26	1549	6	1.5	0	0	10.5	0	0	5.5	0	0	6.5	0	0	6	0	1.706		39.3755	179.016	0.188347	0	4.78336	0.0656334	300.548	2	0	137.830873621221	12.8769	12.6731	44.7951	0	52.4047	9.8207	
2017-07-04 16:41:58	25	1550	7	10	0	0	19	0	0	16	0	0	17	0	0	15.5	0	1.018		54.62	179.46	0.498592	0	9.12837	0.0244642	301.115	2	0	13.2408323218306	12.8947	12.6642	45.1849	0	52.4048	9.8207	
2017-07-04 16:41:42	23	1551	4	9.5	0	0	18.5	0	0	16.5	0	0	17.5	0	0	15.5	0	0.536		57.1622	180.127	1.23081	0	21.5319	0.0355738	261.247	2	0	17.3921595182372	12.8947	12.6642	45.3149	0	52.4048	9.8207	
2017-07-04 16:45:39	51	1552	1	1	0	0	5.5	0	0	1.5	0	0	2	0	0	2.5	0	0.268		38.1518	178.967	2.06276	0	54.0672	0.0467341	328	2	0	19.5965648165928	12.8947	12.6642	44.5352	0	52.4048	9.8207	
2017-07-04 16:47:33	64	1553	3	7	0	0	11.5	0	0	8.5	0	0	9	0	0	9	0	0.747		38.0237	179.598	0.320201	0	8.4211	0.0268287	226.763	2	0	15.5732462808209	12.8947	12.6642	44.2753	0	52.4047	9.8207	
2017-07-04 16:41:58	25	1554	3	10	0	0	19	0	0	15	0	0	16	0	0	15	0	1.495		54.62	179.46	0.272861	0	4.99562	0.0340033	269.044	2	0	17.0572977734061	12.8947	12.6642	45.1849	0	52.4048	9.8207	
2017-07-04 16:41:42	23	1555	7	9.5	0	0	18.5	0	0	15.5	0	0	16.5	0	0	15	0	1.018		57.1622	180.127	0.564257	0	9.87117	0.031597	325.617	2	0	14.9296336684009	12.8947	12.6642	45.3149	0	52.4048	9.8207	
2017-07-04 16:47:33	64	1556	1	7	0	0	11.5	0	0	7.5	0	0	8	0	0	8.5	0	0.268		38.0237	179.598	1.20071	0	31.5779	0.0416372	191.568	2	0	19.4321161452062	12.8947	12.6642	44.2753	0	52.4047	9.8207	
2017-07-04 16:47:33	64	1557	5	7	0	0	11.5	0	0	10	0	0	10.5	0	0	9.75	0	0.509		38.0237	179.598	0.491939	0	12.9377	0.0348071	213.386	2	0	17.9527131073083	12.8947	12.6642	44.2753	0	52.4047	9.8207	
2017-07-04 16:41:50	24	1558	3	1	0	0	10	0	0	6	0	0	7	0	0	6	0	1.495		40.1681	179.226	0.1994	0	4.96414	0.0306406	267.348	2	0	14.3360114019465	12.8947	12.6642	45.3149	0	52.4048	9.82071	
2017-07-04 16:41:50	24	1559	2	1	0	0	10	0	0	4	0	0	5	0	0	5	0	1.495		40.1681	179.226	0.238286	0	5.93223	0.0326586	319.486	2	0	12.5274542782691	12.8947	12.6642	45.3149	0	52.4048	9.82071	
2017-07-04 16:41:50	24	1560	1	1	0	0	10	0	0	2	0	0	3	0	0	4	0	0.536		40.1681	179.226	1.13056	0	28.1457	0.0323987	341.493	2	0	16.1950907855716	12.8947	12.6642	45.3149	0	52.4048	9.82071	
2017-07-04 16:41:58	25	1561	1	10	0	0	19	0	0	11	0	0	12	0	0	13	0	0.536		54.62	179.46	0.933858	0	17.0974	0.038589	207.443	2	0	16.9694457809265	12.8947	12.6642	45.1849	0	52.4048	9.8207	
2017-07-04 16:45:14	48	1562	1	5	0	0	9.5	0	0	5.5	0	0	6	0	0	6.5	0	0.268		43.3635	180.243	1.68954	0	38.9623	0.0302862	236.366	2	0	20.5068408538525	12.8947	12.6642	44.5352	0	52.4048	9.82069	
2017-07-04 16:42:49	31	1563	5	3	0	0	12	0	0	8	0	0	9	0	0	8	0	1.495		29.1746	179.416	0.125348	0	4.29649	0.0225187	231.391	2	0	13.0914408050054	12.8947	12.6731	44.925	0	52.4047	9.8207	
2017-07-04 16:46:13	55	1564	7	1.5	0	0	6	0	0	4.5	0	0	5	0	0	4.25	0	0.509		44.4568	179.395	0.657699	0	14.7941	0.0250846	244.005	2	0	15.0678216568946	12.8947	12.6554	44.4052	0	52.4048	9.82076	
2017-07-04 16:46:21	56	1565	6	6	0	0	10.5	0	0	9	0	0	9.5	0	0	8.75	0	0.509		36.5285	179.508	0.436138	0	11.9397	0.0382179	196.925	2	0	17.965268716074	12.8947	12.6642	44.2753	0	52.4048	9.82079	
2017-07-04 16:46:48	59	1566	3	2	0	0	6.5	0	0	4.5	0	0	5	0	0	4.5	0	0.747		37.4924	179.877	0.368945	0	9.84053	0.0233247	264.985	2	0	12.7983600509817	12.8947	12.6642	44.2753	0	52.4048	9.82075	
2017-07-04 16:40:51	16	1567	7	5	0	0	18.5	0	0	14	0	0	15.5	0	0	13.25	0	1.527		62.676	179.153	0.326628	0	5.21138	0.0413514	257.859	2	0	18.0811583914469	12.8947	12.6642	45.7047	0	52.4047	9.82067	
2017-07-04 16:44:21	42	1568	2	8.5	0	0	17.5	0	0	11.5	0	0	12.5	0	0	12.5	0	1.495		67.732	179.322	0.264812	0	3.9097	0.0329975	210.56	2	0	13.3940678279574	12.8947	12.6642	44.6651	0	52.4048	9.82071	
2017-07-04 16:39:41	6	1569	2	0	0	0	13.5	0	0	3	0	0	4.5	0	0	5.25	0	1.527		57.4108	179.776	0.394818	0	6.87708	0.0468145	340.278	2	0	13.6785695722879	12.8947	12.6465	46.3544	0	52.4047	9.82074	
2017-07-04 16:47:43	65	1570	3	11.5	0	0	16	0	0	14	0	0	14.5	0	0	14	0	0.747		44.9305	179.761	0.411911	0	9.16772	0.0253592	246.868	2	0	20.4176943084474	12.8947	12.6642	44.1454	0	52.4047	9.82069	
2017-07-04 16:41:35	22	1571	6	0.5	0	0	9.5	0	0	4.5	0	0	5.5	0	0	5	0	1.706		40.052	179.839	0.206384	0	5.1529	0.0283363	323.766	2	0	12.6274342776811	12.8858	12.6642	45.3149	0	52.4048	9.82069	
2017-07-04 16:46:31	57	1572	7	10.5	0	0	15	0	0	13.5	0	0	14	0	0	13.25	0	0.509		46.0751	180.081	0.592123	0	12.8513	0.0374497	211.96	2	0	19.8010932882235	12.8947	12.6642	44.2753	0	52.4048	9.82076	
2017-07-04 16:41:35	22	1573	2	0.5	0	0	9.5	0	0	3.5	0	0	4.5	0	0	4.5	0	1.495		40.052	179.839	0.246905	0	6.16462	0.0232471	332.001	2	0	13.0545860463477	12.8858	12.6642	45.3149	0	52.4048	9.82069	
2017-07-04 16:49:09	74	1574	7	13	0	0	17.5	0	0	16	0	0	16.5	0	0	15.75	0	0.509		70.3336	180.171	1.07411	0	15.2717	0.0360534	251.882	2	0	15.9271738481445	12.8681	12.6554	43.7555	0	52.4048	9.82074	
2017-07-04 16:49:09	74	1575	1	13	0	0	17.5	0	0	13.5	0	0	14	0	0	14.5	0	0.268		70.3336	180.171	2.63415	0	37.4522	0.0458467	227.205	2	0	18.4548670413506	12.8681	12.6554	43.7555	0	52.4048	9.82074	
2017-07-04 16:47:15	62	1576	1	15.5	0	0	20	0	0	16	0	0	16.5	0	0	17	0	0.268		75.4088	179.138	2.41857	0	32.0728	0.0632957	194.571	2	0	17.2300875864019	12.8947	12.6642	44.2753	0	52.4047	9.8207	
2017-07-04 16:42:15	27	1577	4	10.5	0	0	19.5	0	0	17.5	0	0	18.5	0	0	16.5	0	0.536		50.8421	179.703	1.02063	0	20.0744	0.0452561	243.564	2	0	20.3684041103638	12.8947	12.6731	45.1849	0	52.4047	9.82072	
2017-07-04 16:42:23	28	1578	8	2	0	0	11	0	0	7	0	0	8	0	0	7	0	1.495		28.5709	177.931	0.122482	0	4.28696	0.0130793	230.878	2	0	14.3675327999401	12.8947	12.6642	45.1849	0	52.4047	9.82072	
2017-07-04 16:41:35	22	1579	5	0.5	0	0	9.5	0	0	2.5	0	0	3.5	0	0	4	0	1.018		40.052	179.839	0.42396	0	10.5852	0.0283188	349.173	2	0	14.6709626279403	12.8858	12.6642	45.3149	0	52.4048	9.82069	
2017-07-04 16:42:06	26	1580	7	1.5	0	0	10.5	0	0	7.5	0	0	8.5	0	0	7	0	1.018		39.3755	179.016	0.247933	0	6.29664	0.0712108	207.705	2	0	145.807576393269	12.8769	12.6731	44.7951	0	52.4047	9.8207	
2017-07-04 16:39:55	8	1581	2	1	0	0	14.5	0	0	4	0	0	5.5	0	0	6.25	0	1.527		62.2604	179.826	0.428731	0	6.88609	0.0227475	340.724	2	0	13.5296472686451	12.8947	12.682	46.0945	0	52.4047	9.82072	
2017-07-04 16:44:30	43	1582	6	0	0	0	4.5	0	0	2	0	0	2.5	0	0	2.25	0	0.853		41.4267	179.325	0.475693	0	11.4828	0.034962	360.741	2	0	14.3990906750087	12.8769	12.6642	44.2753	0	52.4048	9.82071	
2017-07-04 16:41:35	22	1583	1	0.5	0	0	9.5	0	0	1.5	0	0	2.5	0	0	3.5	0	0.536		40.052	179.839	1.11064	0	27.73	0.0293701	336.45	2	0	16.1540258848491	12.8858	12.6642	45.3149	0	52.4048	9.82069	
2017-07-04 16:42:49	31	1584	2	3	0	0	12	0	0	5	0	0	6	0	0	6.5	0	1.018		29.1746	179.416	0.298477	0	10.2307	0.0139531	337.478	2	0	15.2670666211971	12.8947	12.6731	44.925	0	52.4047	9.8207	
2017-07-04 16:44:21	42	1585	5	8.5	0	0	17.5	0	0	10.5	0	0	11.5	0	0	12	0	1.018		67.732	179.322	0.469078	0	6.9255	0.0325015	228.449	2	0	14.1277364688312	12.8947	12.6642	44.6651	0	52.4048	9.82071	
2017-07-04 16:41:28	21	1586	4	9	0	0	18	0	0	16	0	0	17	0	0	15	0	0.536		57.706	180.446	1.26145	0	21.86	0.0329702	265.228	2	0	15.5204247943864	12.8947	12.6642	45.3149	0	52.4048	9.8207	
2017-07-04 16:46:57	60	1587	3	6.5	0	0	11	0	0	8	0	0	8.5	0	0	8.5	0	0.747		31.058	178.735	0.262096	0	8.4389	0.0307573	227.242	2	0	15.0882354671504	12.8947	12.6642	44.2753	0	52.4048	9.82073	
2017-07-04 16:42:49	31	1588	7	3	0	0	12	0	0	10	0	0	11	0	0	9	0	0.536		29.1746	179.416	0.469819	0	16.1037	0.0176188	195.387	2	0	16.1169181610331	12.8947	12.6731	44.925	0	52.4047	9.8207	
2017-07-04 16:42:32	29	1589	1	11	0	0	20	0	0	12	0	0	13	0	0	14	0	0.536		42.2836	177.377	0.645345	0	15.2623	0.0280792	185.178	2	0	16.5937577739593	12.8947	12.6642	44.925	0	52.4047	9.82072	
2017-07-04 16:46:21	56	1590	1	6	0	0	10.5	0	0	6.5	0	0	7	0	0	7.5	0	0.268		36.5285	179.508	1.42556	0	39.0258	0.0418409	236.751	2	0	20.1723793840859	12.8947	12.6642	44.2753	0	52.4048	9.82079	
2017-07-04 16:41:28	21	1591	7	9	0	0	18	0	0	15	0	0	16	0	0	14.5	0	1.018		57.706	180.446	0.500306	0	8.66992	0.0453041	285.992	2	0	17.6367192267721	12.8947	12.6642	45.3149	0	52.4048	9.8207	
2017-07-04 16:41:21	20	1592	6	0	0	0	9	0	0	4	0	0	5	0	0	4.5	0	1.706		44.7702	179.601	0.213172	0	4.76147	0.0231467	299.172	2	0	11.628458815837	12.8947	12.6642	45.4448	0	52.4048	9.82069	
2017-07-04 16:41:21	20	1593	2	0	0	0	9	0	0	3	0	0	4	0	0	4	0	1.495		44.7702	179.601	0.285663	0	6.38064	0.0193927	343.635	2	0	13.4744949277317	12.8947	12.6642	45.4448	0	52.4048	9.82069	
2017-07-04 16:41:50	24	1594	6	1	0	0	10	0	0	5	0	0	6	0	0	5.5	0	1.706		40.1681	179.226	0.206737	0	5.14681	0.0258596	323.383	2	0	13.5451163237332	12.8947	12.6642	45.3149	0	52.4048	9.82071	
2017-07-04 16:40:29	13	1595	3	3.5	0	0	17	0	0	8	0	0	9.5	0	0	9.5	0	2.242		59.6368	178.986	0.198502	0	3.32851	0.0291043	268.89	2	0	13.2126048500848	12.8947	12.6731	45.8346	0	52.4047	9.82071	
2017-07-04 16:41:13	19	1596	3	6.5	0	0	20	0	0	14	0	0	15.5	0	0	14	0	2.242		62.3144	179.2	0.173745	0	2.7882	0.0396507	225.242	2	0	16.7240085567911	12.8947	12.6731	45.4448	0	52.4048	9.82067	
2017-07-04 16:41:13	19	1597	2	6.5	0	0	20	0	0	11	0	0	12.5	0	0	12.5	0	2.242		62.3144	179.2	0.17419	0	2.79534	0.0377039	225.818	2	0	12.8271134521439	12.8947	12.6731	45.4448	0	52.4048	9.82067	
2017-07-04 16:39:21	3	1598	7	1	0	0	19	0	0	15	0	0	17	0	0	13	0	1.071		59.6523	179.704	0.739293	0	12.3934	0.0334688	300.739	2	0	15.2494724323247	12.8947	12.6111	46.7443	0	52.4048	9.82076	
2017-07-04 16:40:44	15	1599	4	4.5	0	0	18	0	0	15	0	0	16.5	0	0	13.5	0	0.803		51.4621	178.111	0.845382	0	16.4273	0.0434402	298.969	2	0	17.1677378485309	12.8947	12.6731	45.7047	0	52.4047	9.82069	
2017-07-04 16:41:13	19	1600	5	6.5	0	0	20	0	0	9.5	0	0	11	0	0	11.75	0	1.527		62.3144	179.2	0.336684	0	5.40299	0.0371547	267.341	2	0	13.9355513763606	12.8947	12.6731	45.4448	0	52.4048	9.82067	
2017-07-04 16:41:13	19	1601	1	6.5	0	0	20	0	0	8	0	0	9.5	0	0	11	0	0.803		62.3144	179.2	0.85002	0	13.6408	0.0380323	248.257	2	0	14.5978049614234	12.8947	12.6731	45.4448	0	52.4048	9.82067	
2017-07-04 16:39:48	7	1602	2	0.5	0	0	14	0	0	3.5	0	0	5	0	0	5.75	0	1.527		53.65	179.941	0.367815	0	6.85582	0.0208743	339.226	2	0	11.7483997513423	12.8947	12.6642	46.2245	0	52.4047	9.82074	
2017-07-04 16:41:06	18	1603	4	6	0	0	19.5	0	0	16.5	0	0	18	0	0	15	0	0.803		58.1855	178.693	0.858797	0	14.7596	0.0307177	268.619	2	0	16.03183424904	12.8947	12.6642	45.5748	0	52.4048	9.82068	
2017-07-04 16:41:06	18	1604	7	6	0	0	19.5	0	0	15	0	0	16.5	0	0	14.25	0	1.527		58.1855	178.693	0.339879	0	5.8413	0.0326068	289.028	2	0	14.4640692687554	12.8947	12.6642	45.5748	0	52.4048	9.82068	
2017-07-04 16:41:06	18	1605	3	6	0	0	19.5	0	0	13.5	0	0	15	0	0	13.5	0	2.242		58.1855	178.693	0.162542	0	2.79351	0.0379466	225.67	2	0	14.9910910354726	12.8947	12.6642	45.5748	0	52.4048	9.82068	
2017-07-04 16:43:06	33	1606	5	4	0	0	13	0	0	9	0	0	10	0	0	9	0	1.495		46.2597	179.814	0.19343	0	4.1814	0.00675389	225.193	2	0	16.7734046469291	12.8947	12.6642	44.925	0	52.4047	9.82068	
2017-07-04 16:42:57	32	1607	4	3.5	0	0	12.5	0	0	7.5	0	0	8.5	0	0	8	0	1.706		46.2648	179.656	0.185758	0	4.0151	0.00994402	252.276	2	0	14.4584240487786	12.8947	12.6731	44.925	0	52.4047	9.82069	
2017-07-04 16:41:06	18	1608	6	6	0	0	19.5	0	0	12	0	0	13.5	0	0	12.75	0	2.56		58.1855	178.693	0.124757	0	2.14412	0.0348255	202.079	2	0	12.0584846909621	12.8947	12.6642	45.5748	0	52.4048	9.82068	
2017-07-04 16:41:21	20	1609	3	0	0	0	9	0	0	5	0	0	6	0	0	5	0	1.495		44.7702	179.601	0.248211	0	5.54411	0.0246441	298.583	2	0	14.5789746641828	12.8947	12.6642	45.4448	0	52.4048	9.82069	
2017-07-04 16:43:06	33	1610	1	4	0	0	13	0	0	5	0	0	6	0	0	7	0	0.536		46.2597	179.814	1.10933	0	23.9805	0.0364243	290.956	2	0	19.222363702569	12.8947	12.6642	44.925	0	52.4047	9.82068	
2017-07-04 16:41:21	20	1611	1	0	0	0	9	0	0	1	0	0	2	0	0	3	0	0.536		44.7702	179.601	1.23891	0	27.6725	0.0295032	335.752	2	0	16.1486934465427	12.8947	12.6642	45.4448	0	52.4048	9.82069	
2017-07-04 16:48:11	68	1612	3	12	0	0	16.5	0	0	14.5	0	0	15	0	0	14.5	0	0.747		70.2135	179.858	0.577533	0	8.22538	0.026046	221.492	2	0	18.9731536140388	12.8769	12.6642	43.7555	0	52.4048	9.82071	
2017-07-04 16:47:43	65	1613	2	11.5	0	0	16	0	0	13	0	0	13.5	0	0	13.5	0	0.747		44.9305	179.761	0.384597	0	8.55982	0.0216158	230.498	2	0	15.0503882028076	12.8947	12.6642	44.1454	0	52.4047	9.82069	
2017-07-04 16:41:06	18	1614	2	6	0	0	19.5	0	0	10.5	0	0	12	0	0	12	0	2.242		58.1855	178.693	0.174306	0	2.99569	0.0324441	242.003	2	0	12.5820237447648	12.8947	12.6642	45.5748	0	52.4048	9.82068	
2017-07-04 16:44:30	43	1615	2	0	0	0	4.5	0	0	1.5	0	0	2	0	0	2	0	0.747		41.4267	179.325	0.510383	0	12.3201	0.029755	331.756	2	0	14.4291202298163	12.8769	12.6642	44.2753	0	52.4048	9.82071	
2017-07-04 16:40:58	17	1616	4	5.5	0	0	19	0	0	16	0	0	17.5	0	0	14.5	0	0.803		50.066	178.528	0.78167	0	15.6128	0.0310785	284.146	2	0	15.7337333995112	12.8947	12.6642	45.5748	0	52.4048	9.82067	
2017-07-04 16:43:14	34	1617	4	4.5	0	0	13.5	0	0	8.5	0	0	9.5	0	0	9	0	1.706		44.7025	179.521	0.18057	0	4.03938	0.0207148	253.802	2	0	13.8866748645357	12.8947	12.6642	44.7951	0	52.4047	9.82069	
2017-07-04 16:40:22	12	1618	7	3	0	0	16.5	0	0	13.5	0	0	15	0	0	12	0	0.803		29.9059	177.549	0.397594	0	13.2948	0.0414952	241.96	2	0	19.9718803071302	12.8947	12.6642	45.8346	0	52.4047	9.82071	
2017-07-04 16:42:57	32	1619	5	3.5	0	0	12.5	0	0	8.5	0	0	9.5	0	0	8.5	0	1.495		46.2648	179.656	0.198111	0	4.28212	0.0131972	230.617	2	0	16.6451383975979	12.8947	12.6731	44.925	0	52.4047	9.82069	
2017-07-04 16:42:23	28	1620	5	2	0	0	11	0	0	8	0	0	9	0	0	7.5	0	1.018		28.5709	177.931	0.188397	0	6.594	0.0435303	217.515	2	0	15.4902955336234	12.8947	12.6642	45.1849	0	52.4047	9.82072	
2017-07-04 16:42:40	30	1621	6	2.5	0	0	11.5	0	0	9.5	0	0	10.5	0	0	8.5	0	0.536		36.0558	178.773	0.600919	0	16.6664	0.0409713	202.214	2	0	18.5100101819226	12.8947	12.6731	45.055	0	52.4047	9.82072	
2017-07-04 16:43:56	39	1622	3	7	0	0	16	0	0	12	0	0	13	0	0	12	0	1.495		54.0595	179.014	0.217739	0	4.02775	0.0254871	216.918	2	0	13.9291100532975	12.8769	12.6642	44.2753	0	52.4048	9.82072	
2017-07-04 16:40:58	17	1623	5	5.5	0	0	19	0	0	8.5	0	0	10	0	0	10.75	0	1.527		50.066	178.528	0.286104	0	5.71454	0.0271462	282.756	2	0	13.6404948806728	12.8947	12.6642	45.5748	0	52.4048	9.82067	
2017-07-04 16:41:58	25	1624	6	10	0	0	19	0	0	14	0	0	15	0	0	14.5	0	1.706		54.62	179.46	0.201862	0	3.69574	0.0326948	232.21	2	0	17.3321114953546	12.8947	12.6642	45.1849	0	52.4048	9.8207	
2017-07-04 16:40:58	17	1625	7	5.5	0	0	19	0	0	14.5	0	0	16	0	0	13.75	0	1.527		50.066	178.528	0.271489	0	5.42262	0.0491772	268.312	2	0	16.4424452256876	12.8947	12.6642	45.5748	0	52.4048	9.82067	
2017-07-04 16:40:51	16	1626	4	5	0	0	18.5	0	0	15.5	0	0	17	0	0	14	0	0.803		62.676	179.153	1.08004	0	17.2322	0.0341869	313.619	2	0	15.1794331519746	12.8947	12.6642	45.7047	0	52.4047	9.82067	
2017-07-04 16:40:51	16	1627	6	5	0	0	18.5	0	0	11	0	0	12.5	0	0	11.75	0	2.56		62.676	179.153	0.140955	0	2.24895	0.0294025	211.959	2	0	13.3073968695276	12.8947	12.6642	45.7047	0	52.4047	9.82067	
2017-07-04 16:39:27	4	1628	7	1.5	0	0	19.5	0	0	15.5	0	0	17.5	0	0	13.5	0	1.071		67.3976	179.528	0.812114	0	12.0496	0.0323611	292.397	2	0	15.7906542178936	12.8947	12.682	46.4844	0	52.4048	9.82074	
2017-07-04 16:42:23	28	1629	6	2	0	0	11	0	0	9	0	0	10	0	0	8	0	0.536		28.5709	177.931	0.454731	0	15.9159	0.0367442	193.108	2	0	18.5044840052902	12.8947	12.6642	45.1849	0	52.4047	9.82072	
2017-07-04 16:43:47	38	1630	3	6.5	0	0	15.5	0	0	11.5	0	0	12.5	0	0	11.5	0	1.495		45.716	179.184	0.185768	0	4.06353	0.0265208	218.845	2	0	17.0290497760828	12.8947	12.6642	44.7951	0	52.4048	9.82072	
2017-07-04 16:41:21	20	1631	5	0	0	0	9	0	0	2	0	0	3	0	0	3.5	0	1.018		44.7702	179.601	0.488332	0	10.9075	0.0307439	359.804	2	0	13.9585480365577	12.8947	12.6642	45.4448	0	52.4048	9.82069	
2017-07-04 16:41:35	22	1632	3	0.5	0	0	9.5	0	0	5.5	0	0	6.5	0	0	5.5	0	1.495		40.052	179.839	0.207324	0	5.17637	0.0263733	278.778	2	0	14.0053560763971	12.8858	12.6642	45.3149	0	52.4048	9.82069	
2017-07-04 16:43:14	34	1633	1	4.5	0	0	13.5	0	0	5.5	0	0	6.5	0	0	7.5	0	0.536		44.7025	179.521	0.970416	0	21.7083	0.0341322	263.388	2	0	18.1563833946285	12.8947	12.6642	44.7951	0	52.4047	9.82069	
2017-07-04 16:39:03	1	1634	2	0	0	0	18	0	0	4	0	0	6	0	0	7	0	2.035		70.2391	179.634	0.342699	0	4.87904	0.0114462	321.887	2	0	14.6498008673934	12.8947	12.7085	46.7443	0	52.4048	9.82082	
2017-07-04 16:39:03	1	1635	4	0	0	0	18	0	0	8	0	0	10	0	0	9	0	3.413		70.2391	179.634	0.107693	0	1.53324	0.00129262	192.672	2	0	23.0847470680074	12.8947	12.7085	46.7443	0	52.4048	9.82082	
2017-07-04 16:41:28	21	1636	3	9	0	0	18	0	0	14	0	0	15	0	0	14	0	1.495		57.706	180.446	0.273036	0	4.7315	0.0456182	254.819	2	0	16.9777163222316	12.8947	12.6642	45.3149	0	52.4048	9.8207	
