48
# x y z
0	137	0
2.5	137.57446808511	0
5	138.14893617021	0
7.5	138.72340425532	0
10	139.29787234043	0
12.5	139.87234042553	0
15	140.44680851064	0
17.5	141.02127659574	0
20	141.59574468085	0
22.5	142.17021276596	0
25	142.74468085106	0
27.5	143.31914893617	0
30	143.89361702128	0
32.5	144.46808510638	0
35	145.04255319149	0
37.5	145.6170212766	0
40	146.1914893617	0
42.5	146.76595744681	0
45	147.34042553191	0
47.5	147.91489361702	0
50	148.48936170213	0
52.5	149.06382978723	0
55	149.63829787234	0
57.5	150.21276595745	0
60	150.78723404255	0
62.5	151.36170212766	0
65	151.93617021277	0
67.5	152.51063829787	0
70	153.08510638298	0
72.5	153.65957446809	0
75	154.23404255319	0
77.5	154.8085106383	0
80	155.3829787234	0
82.5	155.95744680851	0
85	156.53191489362	0
87.5	157.10638297872	0
90	157.68085106383	0
92.5	158.25531914894	0
95	158.82978723404	0
97.5	159.40425531915	0
100	159.97872340426	0
102.5	160.55319148936	0
105	161.12765957447	0
107.5	161.70212765957	0
110	162.27659574468	0
112.5	162.85106382979	0
115	163.42553191489	0
117.5	164	0
2256
# g s err t valid 
2	1	1.01004685204983e-03	9.33659992110029e-03	1
3	1	1.02009370409965e-03	1.95935701481417e-02	1
4	1	1.02870078558892e-03	2.83697349351976e-02	1
5	1	1.03441522966303e-03	3.25997495087775e-02	1
6	1	1.03875284693744e-03	3.89675202442356e-02	1
7	1	1.04524191871446e-03	4.31396606733272e-02	1
8	1	1.04945561973581e-03	4.88708098485640e-02	1
9	1	1.05512651124013e-03	5.54823178457800e-02	1
10	1	1.06023731466944e-03	6.18794483609016e-02	1
11	1	1.06530868231077e-03	6.38484247540915e-02	1
12	1	1.07013552937343e-03	7.16607843388502e-02	1
13	1	1.07185693585047e-03	7.15573905204287e-02	1
14	1	1.07396369504243e-03	7.33626749878387e-02	1
15	1	1.07575439798089e-03	7.70306551061103e-02	1
16	1	1.07797579390935e-03	7.98067561745874e-02	1
17	1	1.07986369897068e-03	7.80374117154786e-02	1
18	1	1.08161925271629e-03	8.08626353402545e-02	1
19	1	1.08375483234746e-03	8.43866211444850e-02	1
20	1	1.08580565915096e-03	8.68678188183270e-02	1
21	1	1.08774101839674e-03	8.64168328229677e-02	1
22	1	1.08975943927021e-03	8.83107180317584e-02	1
23	1	1.09166395187289e-03	9.16623637831988e-02	1
24	1	1.09366504956460e-03	9.22272598720270e-02	1
25	1	1.09564686327723e-03	9.52309428612944e-02	1
26	1	1.09753879570051e-03	9.89274134707383e-02	1
27	1	1.09947398473613e-03	9.96066557815257e-02	1
28	1	1.10143013013254e-03	1.01593077664888e-01	1
29	1	1.10380546063923e-03	1.00765883072912e-01	1
30	1	1.10541324896319e-03	1.05018731037928e-01	1
31	1	1.10743624691004e-03	1.07444793921999e-01	1
32	1	1.10947623203691e-03	1.11116345411543e-01	1
33	1	1.11159363145490e-03	1.10529153132403e-01	1
34	1	1.11351760171020e-03	1.14997475629729e-01	1
35	1	1.11541699023477e-03	1.14317356807441e-01	1
36	1	1.11737032972813e-03	1.17897233754268e-01	1
37	1	1.11920724129456e-03	1.19197452115412e-01	1
38	1	1.12124952949054e-03	1.21661049022898e-01	1
39	1	1.12304261284860e-03	1.24298797491011e-01	1
40	1	1.12532574845349e-03	1.25316307043468e-01	1
41	1	1.12697137175729e-03	1.27496895839291e-01	1
42	1	1.12886072951373e-03	1.30286783940365e-01	1
43	1	1.13152351029875e-03	1.30503266859734e-01	1
44	1	1.13331432381750e-03	1.32148321656803e-01	1
45	1	1.13533747276552e-03	1.35984250024248e-01	1
46	1	1.13716940256777e-03	1.37899084121891e-01	1
47	1	1.13911675734290e-03	1.39412713466107e-01	1
48	1	1.14101993727142e-03	1.42381377314743e-01	1
1	2	1.01004685204983e-03	8.99003966265235e-03	1
3	2	1.01004685204982e-03	1.01881464137438e-02	1
4	2	1.02009370409965e-03	1.83282729734196e-02	1
5	2	1.02929107365477e-03	2.91566244472921e-02	1
6	2	1.03362869092918e-03	3.22743685821652e-02	1
7	2	1.04011776270620e-03	3.78593420914706e-02	1
8	2	1.04433146372755e-03	4.32180169388204e-02	1
9	2	1.05000235523187e-03	4.99675352172765e-02	1
10	2	1.05511315866117e-03	5.66603721102504e-02	1
11	2	1.06018452630251e-03	6.11139297478796e-02	1
12	2	1.06502754239116e-03	6.57410997471595e-02	1
13	2	1.06983762456892e-03	7.05837822971475e-02	1
14	2	1.07194438376088e-03	7.16734118347510e-02	1
15	2	1.07373508669934e-03	7.43449543847750e-02	1
16	2	1.07595648262780e-03	7.62839907163619e-02	1
17	2	1.07784438768913e-03	7.67665114012331e-02	1
18	2	1.07959994143474e-03	7.69479928927728e-02	1
19	2	1.08173552106590e-03	8.20084505338217e-02	1
20	2	1.08378634786941e-03	8.46134073665500e-02	1
21	2	1.08572170711519e-03	8.40025160252103e-02	1
22	2	1.08774012798866e-03	8.79555465253273e-02	1
23	2	1.08964464059134e-03	8.97375352266104e-02	1
24	2	1.09164573828305e-03	9.23449458389402e-02	1
25	2	1.09362755199568e-03	9.27628664533086e-02	1
26	2	1.09551948441896e-03	9.63643297589604e-02	1
27	2	1.09745467345457e-03	9.53138930230756e-02	1
28	2	1.09941081885099e-03	9.79881700210029e-02	1
29	2	1.10178614935768e-03	1.00603355741383e-01	1
30	2	1.10339393768164e-03	1.03427802046429e-01	1
31	2	1.10541693562849e-03	1.06272649208521e-01	1
32	2	1.10745692075535e-03	1.06491886889000e-01	1
33	2	1.10957432017335e-03	1.09758891219740e-01	1
34	2	1.11149829042865e-03	1.12204969679063e-01	1
35	2	1.11339767895322e-03	1.14602010017922e-01	1
36	2	1.11535101844658e-03	1.15035626555135e-01	1
37	2	1.11718793001301e-03	1.18924920334333e-01	1
38	2	1.11923021820898e-03	1.18269573807557e-01	1
39	2	1.12102330156705e-03	1.20709806916762e-01	1
40	2	1.12330643717193e-03	1.23210480480280e-01	1
41	2	1.12495206047574e-03	1.24705023650799e-01	1
42	2	1.12684141823218e-03	1.24392116994543e-01	1
43	2	1.12950419901720e-03	1.30527905299626e-01	1
44	2	1.13129501253595e-03	1.32143866823689e-01	1
45	2	1.13331816148397e-03	1.32666209176123e-01	1
46	2	1.13515009128621e-03	1.34731273999990e-01	1
47	2	1.13709744606135e-03	1.37968176435717e-01	1
48	2	1.13900062598987e-03	1.37746971753468e-01	1
1	3	1.02009370409965e-03	2.08422791161496e-02	1
2	3	1.01004685204982e-03	1.00149608081423e-02	1
4	3	1.01004685204983e-03	8.76011108368616e-03	1
5	3	1.02134956060588e-03	2.16869722691247e-02	1
6	3	1.02870851550206e-03	2.81504255174702e-02	1
7	3	1.03519758727908e-03	3.41085298451653e-02	1
8	3	1.03941128830043e-03	3.86049954974507e-02	1
9	3	1.04508217980475e-03	4.49533962455617e-02	1
10	3	1.05019298323406e-03	4.96291017806988e-02	1
11	3	1.05526435087539e-03	5.54388635355131e-02	1
12	3	1.06010736696404e-03	6.10613106428188e-02	1
13	3	1.06515029293258e-03	6.64893956104090e-02	1
14	3	1.06987662767423e-03	7.11113387032808e-02	1
15	3	1.07166733061269e-03	7.09447848483104e-02	1
16	3	1.07388872654115e-03	7.48372566620216e-02	1
17	3	1.07577663160248e-03	7.38394365163626e-02	1
18	3	1.07753218534809e-03	7.78721726362795e-02	1
19	3	1.07966776497925e-03	7.93450064706280e-02	1
20	3	1.08171859178276e-03	8.27173065439772e-02	1
21	3	1.08365395102854e-03	8.27170125274149e-02	1
22	3	1.08567237190201e-03	8.66563427156624e-02	1
23	3	1.08757688450469e-03	8.77331316351287e-02	1
24	3	1.08957798219640e-03	8.91107885498766e-02	1
25	3	1.09155979590903e-03	9.16074244679352e-02	1
26	3	1.09345172833231e-03	9.21837287669225e-02	1
27	3	1.09538691736792e-03	9.52285444473261e-02	1
28	3	1.09734306276434e-03	9.85092061714656e-02	1
29	3	1.09971839327103e-03	1.01371799729859e-01	1
