20
# x y z
-24	0	0
-20.2	0	0
-16.711111111111	0	0
-13.533333333333	0	0
-10.666666666667	0	0
-8.1111111111111	0	0
-5.8666666666667	0	0
-3.9333333333333	0	0
-2.3111111111111	0	0
-1	0	0
1	0	0
2.3111111111111	0	0
3.9333333333333	0	0
5.8666666666667	0	0
8.1111111111111	0	0
10.666666666667	0	0
13.533333333333	0	0
16.711111111111	0	0
20.2	0	0
24	0	0
9
# a b m n err i ip iperr k r rhoa u valid 
1	20	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.03207887907065e+02	0.00000000000000e+00	3.06659205931639e+01	0.00000000000000e+00	1
2	19	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	6.39376936858595e+02	0.00000000000000e+00	4.30970726342502e+01	0.00000000000000e+00	1
3	18	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.37091725148673e+02	0.00000000000000e+00	5.69326783275189e+01	0.00000000000000e+00	1
4	17	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.86122296254942e+02	0.00000000000000e+00	7.05818406400708e+01	0.00000000000000e+00	1
5	16	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.77150919077424e+02	0.00000000000000e+00	8.22892116261329e+01	0.00000000000000e+00	1
6	15	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.01772087938514e+02	0.00000000000000e+00	9.08185316319783e+01	0.00000000000000e+00	1
7	14	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	5.24925225829815e+01	0.00000000000000e+00	9.60474710461601e+01	0.00000000000000e+00	1
8	13	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.27311681779741e+01	0.00000000000000e+00	9.87995089242448e+01	0.00000000000000e+00	1
9	12	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	6.81919531301429e+00	0.00000000000000e+00	9.98132785425504e+01	0.00000000000000e+00	1
0
