Project44 DipoleDipole_4
  5.0000
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
347
2
1
Chargeability
msec.
0.1500,1.1000
4     165.00       0.00     175.00       0.00     155.00       0.00     145.00       0.00     138.0679,     21.9670 
4     170.00       0.00     180.00       0.00     160.00       0.00     150.00       0.00     217.4051,     23.7945 
4     175.00       0.00     185.00       0.00     165.00       0.00     155.00       0.00     289.8892,     24.6221 
4     180.00       0.00     190.00       0.00     170.00       0.00     160.00       0.00     424.9878,     32.5656 
4     185.00       0.00     195.00       0.00     175.00       0.00     165.00       0.00     752.5553,     30.9490 
4     190.00       0.00     200.00       0.00     180.00       0.00     170.00       0.00     722.3658,     30.7763 
4      20.00       0.00      25.00       0.00       5.00       0.00       0.00       0.00     195.3625,     18.3217 
4      25.00       0.00      30.00       0.00      10.00       0.00       5.00       0.00      85.0988,     16.7914 
4      30.00       0.00      35.00       0.00      15.00       0.00      10.00       0.00     104.2946,      9.4442 
4      35.00       0.00      40.00       0.00      20.00       0.00      15.00       0.00     259.7148,     21.8486 
4      40.00       0.00      45.00       0.00      25.00       0.00      20.00       0.00     125.4617,      4.5115 
4      45.00       0.00      50.00       0.00      30.00       0.00      25.00       0.00     238.8823,      7.6385 
4      50.00       0.00      55.00       0.00      35.00       0.00      30.00       0.00     540.7278,     22.4232 
4      55.00       0.00      60.00       0.00      40.00       0.00      35.00       0.00     534.8289,     21.3705 
4      60.00       0.00      65.00       0.00      45.00       0.00      40.00       0.00     169.3755,     14.7095 
4      65.00       0.00      70.00       0.00      50.00       0.00      45.00       0.00     356.1115,     30.2614 
4      70.00       0.00      75.00       0.00      55.00       0.00      50.00       0.00     486.9849,     23.6471 
4      75.00       0.00      80.00       0.00      60.00       0.00      55.00       0.00     722.9135,     22.7111 
4      80.00       0.00      85.00       0.00      65.00       0.00      60.00       0.00     506.9305,     21.0269 
4      85.00       0.00      90.00       0.00      70.00       0.00      65.00       0.00     490.4984,     18.4450 
4      90.00       0.00      95.00       0.00      75.00       0.00      70.00       0.00     858.6604,     24.1114 
4      95.00       0.00     100.00       0.00      80.00       0.00      75.00       0.00     403.0742,     18.0561 
4     100.00       0.00     105.00       0.00      85.00       0.00      80.00       0.00     264.4763,     18.9209 
4     105.00       0.00     110.00       0.00      90.00       0.00      85.00       0.00     159.4720,     15.2889 
4     110.00       0.00     115.00       0.00      95.00       0.00      90.00       0.00     159.6369,     28.9250 
4     115.00       0.00     120.00       0.00     100.00       0.00      95.00       0.00     118.0510,     13.4367 
4     120.00       0.00     125.00       0.00     105.00       0.00     100.00       0.00     108.7742,     12.5322 
4     125.00       0.00     130.00       0.00     110.00       0.00     105.00       0.00     120.9868,      3.7016 
4     130.00       0.00     135.00       0.00     115.00       0.00     110.00       0.00     135.6885,     16.4269 
4     135.00       0.00     140.00       0.00     120.00       0.00     115.00       0.00      61.1884,      1.4557 
4     140.00       0.00     145.00       0.00     125.00       0.00     120.00       0.00      48.7898,      5.2839 
4     145.00       0.00     150.00       0.00     130.00       0.00     125.00       0.00      59.9098,      3.2088 
4     150.00       0.00     155.00       0.00     135.00       0.00     130.00       0.00     178.1811,     17.8738 
4     155.00       0.00     160.00       0.00     140.00       0.00     135.00       0.00      80.9307,     12.0365 
4     160.00       0.00     165.00       0.00     145.00       0.00     140.00       0.00      48.5464,     16.8356 
4     165.00       0.00     170.00       0.00     150.00       0.00     145.00       0.00      38.1454,     28.8259 
4     170.00       0.00     175.00       0.00     155.00       0.00     150.00       0.00     130.7603,     15.5104 
4     175.00       0.00     180.00       0.00     160.00       0.00     155.00       0.00     161.6264,     21.6676 
4     180.00       0.00     185.00       0.00     165.00       0.00     160.00       0.00     177.9473,     23.5667 
4     185.00       0.00     190.00       0.00     170.00       0.00     165.00       0.00     263.3698,     33.6317 
4     190.00       0.00     195.00       0.00     175.00       0.00     170.00       0.00     370.0460,     34.0492 
4     195.00       0.00     200.00       0.00     180.00       0.00     175.00       0.00     309.8556,     31.7051 
4      30.00       0.00      45.00       0.00      15.00       0.00       0.00       0.00      94.1018,     16.8264 
4      35.00       0.00      50.00       0.00      20.00       0.00       5.00       0.00     136.6648,     13.1270 
4      40.00       0.00      55.00       0.00      25.00       0.00      10.00       0.00     113.5647,      6.9319 
4      45.00       0.00      60.00       0.00      30.00       0.00      15.00       0.00     221.7810,     11.1384 
4      50.00       0.00      65.00       0.00      35.00       0.00      20.00       0.00     389.9455,     21.6165 
4      55.00       0.00      70.00       0.00      40.00       0.00      25.00       0.00     403.8367,     24.7649 
4      60.00       0.00      75.00       0.00      45.00       0.00      30.00       0.00     226.6145,     23.9372 
4      65.00       0.00      80.00       0.00      50.00       0.00      35.00       0.00     262.0957,     26.5995 
4      70.00       0.00      85.00       0.00      55.00       0.00      40.00       0.00     337.7765,     23.5471 
4      75.00       0.00      90.00       0.00      60.00       0.00      45.00       0.00     504.9570,     23.4757 
4      80.00       0.00      95.00       0.00      65.00       0.00      50.00       0.00     486.2168,     25.0355 
4      85.00       0.00     100.00       0.00      70.00       0.00      55.00       0.00     456.5966,     21.8480 
4      90.00       0.00     105.00       0.00      75.00       0.00      60.00       0.00     509.8371,     23.6293 
4      95.00       0.00     110.00       0.00      80.00       0.00      65.00       0.00     293.7534,     21.0428 
4     100.00       0.00     115.00       0.00      85.00       0.00      70.00       0.00     188.4382,     20.7624 
4     105.00       0.00     120.00       0.00      90.00       0.00      75.00       0.00     120.6969,     13.6698 
4     110.00       0.00     125.00       0.00      95.00       0.00      80.00       0.00     104.7154,      9.9808 
4     115.00       0.00     130.00       0.00     100.00       0.00      85.00       0.00      80.6684,      7.7881 
4     120.00       0.00     135.00       0.00     105.00       0.00      90.00       0.00      83.6162,     11.1613 
4     125.00       0.00     140.00       0.00     110.00       0.00      95.00       0.00      95.8472,      9.6357 
4     130.00       0.00     145.00       0.00     115.00       0.00     100.00       0.00      98.5536,     10.6032 
4     135.00       0.00     150.00       0.00     120.00       0.00     105.00       0.00      66.6206,      5.9322 
4     140.00       0.00     155.00       0.00     125.00       0.00     110.00       0.00      67.5807,     12.3248 
4     145.00       0.00     160.00       0.00     130.00       0.00     115.00       0.00      81.0328,      6.2488 
4     150.00       0.00     165.00       0.00     135.00       0.00     120.00       0.00     124.7401,     13.5629 
4     155.00       0.00     170.00       0.00     140.00       0.00     125.00       0.00      77.5633,     15.4758 
4     160.00       0.00     175.00       0.00     145.00       0.00     130.00       0.00      49.0605,     10.8024 
4     165.00       0.00     180.00       0.00     150.00       0.00     135.00       0.00      36.9144,     13.4845 
4     170.00       0.00     185.00       0.00     155.00       0.00     140.00       0.00      76.0823,     15.5063 
4     175.00       0.00     190.00       0.00     160.00       0.00     145.00       0.00     100.3959,     19.2376 
4     180.00       0.00     195.00       0.00     165.00       0.00     150.00       0.00     109.4666,     20.3807 
4     185.00       0.00     200.00       0.00     170.00       0.00     155.00       0.00     129.0243,     67.8927 
4      30.00       0.00      35.00       0.00       5.00       0.00       0.00       0.00      63.1135,     15.3630 
4      35.00       0.00      40.00       0.00      10.00       0.00       5.00       0.00     134.6501,     72.1270 
4      40.00       0.00      45.00       0.00      15.00       0.00      10.00       0.00      34.7136,      5.9439 
4      45.00       0.00      50.00       0.00      20.00       0.00      15.00       0.00      85.5006,     36.2744 
4      50.00       0.00      55.00       0.00      25.00       0.00      20.00       0.00     236.2601,     20.5220 
4      55.00       0.00      60.00       0.00      30.00       0.00      25.00       0.00     300.9570,     17.3808 
4      60.00       0.00      65.00       0.00      35.00       0.00      30.00       0.00     315.4514,     27.1397 
4      65.00       0.00      70.00       0.00      40.00       0.00      35.00       0.00     328.6263,     38.8480 
4      70.00       0.00      75.00       0.00      45.00       0.00      40.00       0.00     107.3150,     13.3961 
4      75.00       0.00      80.00       0.00      50.00       0.00      45.00       0.00     268.2042,     46.6831 
4      80.00       0.00      85.00       0.00      55.00       0.00      50.00       0.00     347.0104,     19.4257 
4      85.00       0.00      90.00       0.00      60.00       0.00      55.00       0.00     549.2355,     28.7094 
4      90.00       0.00      95.00       0.00      65.00       0.00      60.00       0.00     478.7297,     25.0973 
4      95.00       0.00     100.00       0.00      70.00       0.00      65.00       0.00     266.1501,     24.4469 
4     100.00       0.00     105.00       0.00      75.00       0.00      70.00       0.00     253.3905,     24.1893 
4     105.00       0.00     110.00       0.00      80.00       0.00      75.00       0.00     116.3181,     17.1160 
4     110.00       0.00     115.00       0.00      85.00       0.00      80.00       0.00     100.2189,     81.9586 
4     115.00       0.00     120.00       0.00      90.00       0.00      85.00       0.00      70.2960,    -83.5366 
4     120.00       0.00     125.00       0.00      95.00       0.00      90.00       0.00      48.7557,     26.4959 
4     125.00       0.00     130.00       0.00     100.00       0.00      95.00       0.00      64.2921,     15.3988 
4     130.00       0.00     135.00       0.00     105.00       0.00     100.00       0.00      96.6610,     18.5876 
4     135.00       0.00     140.00       0.00     110.00       0.00     105.00       0.00      65.4641,     10.2681 
4     140.00       0.00     145.00       0.00     115.00       0.00     110.00       0.00      82.0446,      7.5899 
4     145.00       0.00     150.00       0.00     120.00       0.00     115.00       0.00      55.3521,     50.2700 
4     150.00       0.00     155.00       0.00     125.00       0.00     120.00       0.00      97.8132,     21.9784 
4     155.00       0.00     160.00       0.00     130.00       0.00     125.00       0.00      99.7502,     -0.9526 
4     160.00       0.00     165.00       0.00     135.00       0.00     130.00       0.00      78.5872,     30.3628 
4     165.00       0.00     170.00       0.00     140.00       0.00     135.00       0.00      40.2484,     -3.1316 
4     170.00       0.00     175.00       0.00     145.00       0.00     140.00       0.00      36.0459,      3.0440 
4     175.00       0.00     180.00       0.00     150.00       0.00     145.00       0.00      29.1644,     60.2218 
4     180.00       0.00     185.00       0.00     155.00       0.00     150.00       0.00      79.8275,      6.1475 
