10
# x y z
5	0	0
7.2222222222222	0	0
9.4444444444444	0	0
11.666666666667	0	0
13.888888888889	0	0
16.111111111111	0	0
18.333333333333	0	0
20.555555555556	0	0
22.777777777778	0	0
25	0	0
3
# a b m n err i ip iperr k r rhoa u valid 
1	4	7	10	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.25663706143592e+02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0
1	10	4	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	4.18879020478639e+01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0
1	10	5	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.39626340159546e+02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0
0
