38
# x y z
0	0	108.8
1.5692	0	110.04
3.13841	0	111.28
4.70761	0	112.52
6.27681	0	113.76
7.84602	0	115
9.41522	0	116.24
10.9844	0	117.48
12.5536	0	118.72
14.1228	0	119.96
15.692	0	121.2
17.692	0	121.2
19.692	0	121.2
21.692	0	121.2
23.692	0	121.2
25.692	0	121.2
27.692	0	121.2
29.692	0	121.2
31.692	0	121.2
33.452	0	120.25
35.212	0	119.3
37.212	0	119.3
39.212	0	119.3
41.212	0	119.3
43.1405	0	118.77
44.8365	0	117.71
46.5325	0	116.65
48.2285	0	115.59
49.9245	0	114.53
51.853	0	114
53.853	0	114
55.853	0	114
57.853	0	114
59.5167	0	112.89
61.1804	0	111.78
62.8441	0	110.67
64.5078	0	109.56
66.1715	0	108.45
222
# a b m n err i ip iperr k r rhoa u valid 
1	4	2	3	3.00611206049432e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.38172083745743e+01	1.18411000000000e+00	1.63610946084172e+01	0.00000000000000e+00	1
2	5	3	4	3.00509775389014e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.26674001374604e+01	1.54858000000000e+00	1.96164825048684e+01	0.00000000000000e+00	1
3	6	4	5	3.00491038056127e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25694484251896e+01	1.62020000000000e+00	2.03650203384922e+01	0.00000000000000e+00	1
4	7	5	6	3.00422318837797e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25976485643074e+01	1.87962000000000e+00	2.36787921944435e+01	0.00000000000000e+00	1
5	8	6	7	3.00424840076937e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25388306012555e+01	1.87723000000000e+00	2.35382689695948e+01	0.00000000000000e+00	1
6	9	7	8	3.00453417766616e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25293088146803e+01	1.76025000000000e+00	2.20547158410411e+01	0.00000000000000e+00	1
7	10	8	9	3.00429304665110e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.24136561043116e+01	1.87644000000000e+00	2.32934808603744e+01	0.00000000000000e+00	1
8	11	9	10	3.00482532109708e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.12010774340007e+01	1.85018000000000e+00	2.07240094468393e+01	0.00000000000000e+00	1
9	12	10	11	3.00345599373170e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.27136444454498e+01	2.27592000000000e+00	2.89352376662882e+01	0.00000000000000e+00	1
10	13	11	12	3.00441668310872e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.27017767601671e+01	1.78254000000000e+00	2.26414251460683e+01	0.00000000000000e+00	1
11	14	12	13	3.00628735992055e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.12033352430015e+01	1.41966000000000e+00	1.59049269110795e+01	0.00000000000000e+00	1
12	15	13	14	3.00429623127242e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.24044543664499e+01	1.87644000000000e+00	2.32762143513813e+01	0.00000000000000e+00	1
13	16	14	15	3.00531012897382e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25078435369323e+01	1.50561000000000e+00	1.88319343076406e+01	0.00000000000000e+00	1
14	17	15	16	3.00485306893011e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25271408475682e+01	1.64487000000000e+00	2.06055181659396e+01	0.00000000000000e+00	1
15	18	16	17	3.00564518877868e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.24638166806338e+01	1.42125000000000e+00	1.77141994573507e+01	0.00000000000000e+00	1
16	19	17	18	3.00476227720866e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.16089991366019e+01	1.80880000000000e+00	2.09983576382856e+01	0.00000000000000e+00	1
17	20	18	19	3.00867982175726e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.27332281630105e+01	9.04796000000000e-01	1.15209739089792e+01	0.00000000000000e+00	1
18	21	19	20	3.00367634809876e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.34045456928783e+01	2.02923000000000e+00	2.72009062563593e+01	0.00000000000000e+00	1
19	22	20	21	3.00549874393874e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.14955571421837e+01	1.58200000000000e+00	1.81859713989346e+01	0.00000000000000e+00	1
20	23	21	22	3.00392914645560e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.23675549013522e+01	2.05787000000000e+00	2.54508202048457e+01	0.00000000000000e+00	1
21	24	22	23	3.00380223101865e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.27115616994129e+01	2.06901000000000e+00	2.63003482717023e+01	0.00000000000000e+00	1
22	25	23	24	3.00458130120402e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.20729312590919e+01	1.80800000000000e+00	2.18278597164381e+01	0.00000000000000e+00	1
23	26	24	25	3.00413305317660e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.27375946078003e+01	1.89951000000000e+00	2.41951883334628e+01	0.00000000000000e+00	1
24	27	25	26	3.00437955396034e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.20814067373933e+01	1.88996000000000e+00	2.28333754774038e+01	0.00000000000000e+00	1
25	28	26	27	3.00489660898978e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.20090889352169e+01	1.70057000000000e+00	2.04222963705619e+01	0.00000000000000e+00	1
26	29	27	28	3.00335192908236e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.30173558876697e+01	2.29183000000000e+00	2.98335667440380e+01	0.00000000000000e+00	1
27	30	28	29	3.00399898956586e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.29529495786372e+01	1.93055000000000e+00	2.50063168090380e+01	0.00000000000000e+00	1
28	31	29	30	3.00298669136117e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25408701787809e+01	2.66982000000000e+00	3.34818660207129e+01	0.00000000000000e+00	1
29	32	30	31	3.00499429778813e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.28702963794507e+01	1.55574000000000e+00	2.00228348893667e+01	0.00000000000000e+00	1
30	33	31	32	3.00333677061878e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.17798884074305e+01	2.54409000000000e+00	2.99690962984599e+01	0.00000000000000e+00	1
31	34	32	33	3.00815876061369e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.27397001392817e+01	9.62092000000000e-01	1.22567635864018e+01	0.00000000000000e+00	1
32	35	33	34	3.00397418607216e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.26987832315460e+01	1.98148000000000e+00	2.51623849976438e+01	0.00000000000000e+00	1
33	36	34	35	3.00573433861620e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.14255406832353e+01	1.52630000000000e+00	1.74388027448221e+01	0.00000000000000e+00	1
34	37	35	36	3.00420064615021e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.25273567943804e+01	1.90031000000000e+00	2.38058613899289e+01	0.00000000000000e+00	1
